region,landclass,metric_id,1975,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Africa_Eastern,biomass,171,0,0,0,0,0,1.10849961,2.736277111,5.07428572,7.999741478,9.868519789,10.60938175,10.62841653,10.4638343,9.766495435,8.978134957,8.173274286,7.258402645,6.480860351,5.707764719,5.043665235,4.587417318,4.163355765
Africa_Eastern,biomass,100,0,0,0,0,0,0.326966133,0.906864504,1.911051708,2.723631735,2.353487281,3.111138172,3.655489718,3.570573357,3.046323477,3.021163419,2.987824537,2.317450687,2.21791713,1.946624283,1.696542288,1.528900821,1.379762031
Africa_Eastern,biomass,144,0,0,0,0,0,0.00223032,0.00551108,0.00925693,0.01440719,0.01684688,0.01714645,0.01592141,0.01721965,0.01541238,0.01562043,0.01309771,0.01036545,0.00760641,0.006392628,0.005126282,0.00404409,0.003617588
Africa_Eastern,biomass,183,0,0,0,0,0,0.379625647,1.071105995,1.925317597,3.110654746,4.078040279,4.660597715,5.025045555,5.154626745,5.173128431,5.089419098,4.983677888,4.74581154,4.578958255,4.353882299,4.104182054,3.922490966,3.740382249
Africa_Eastern,biomass,151,0,0,0,0,0,2.04236876,4.7452454,8.0230228,11.1791674,13.0316889,14.1314962,14.4918003,13.9103373,12.9935385,12.1524711,11.3404502,10.303586,9.3654662,8.50915829,7.63886907,6.89115822,6.30227604
Africa_Eastern,biomass,177,0,0,0,0,0,0.31654724,0.764014,1.37508,2.2205307,2.6684001,2.9128132,2.8965637,2.7251888,2.5125366,2.1975392,1.9866109,1.6892711,1.49625594,1.30475771,1.11668391,1.00747538,0.92658859
Africa_Eastern,biomass,87,0,0,0,0,0,34.0537962,81.24630526,138.9505547,200.3729907,240.102024,250.1045747,249.7434597,241.788726,223.2726749,209.9599693,195.1964692,176.2851911,161.5848442,150.6765539,138.566956,125.0766192,114.1827351
Africa_Eastern,biomass,179,0,0,0,0,0,7.885553843,18.61208903,31.8397009,48.66046419,59.52030606,64.78241525,67.04596163,66.09703482,62.56119157,60.37452102,57.61178724,53.78887353,51.17412581,47.98791091,45.53801986,42.08379256,38.6558765
Africa_Eastern,biomass,170,0,0,0,0,0,1.007283056,2.523582369,4.342690048,6.949298961,8.26240684,8.681457211,8.544578509,7.446784624,6.208615631,5.638167524,5.214859092,4.391417552,3.995212882,3.519485557,3.290603144,2.956253084,2.495934182
Africa_Eastern,Corn,171,3.9551488,4.41788582,6.18970582,6.91931402,6.77172792,7.08880493,7.17649307,6.63101011,5.57979168,4.50650858,3.59666904,2.90896271,2.36367246,1.95508666,1.63872577,1.38978542,1.17723961,1.00629506,0.867016144,0.748951041,0.649585198,0.562330644
Africa_Eastern,Corn,100,0.1855066,0.2072106,0.2887414,0.3245336,0.3653168,0.464561,0.538373,0.52715,0.4345869,0.3331295,0.262769,0.2109197,0.1634949,0.1288236,0.1048026,0.0868828,0.0708643,0.05958952,0.05034553,0.04274101,0.0366038,0.0313336
Africa_Eastern,Corn,144,0.0000492,0.000055,0.000077,0.0000862,7.58E-05,8.08E-05,8.08E-05,6.95E-05,5.56E-05,4.29E-05,3.28E-05,2.55E-05,2.00E-05,1.57E-05,1.28E-05,1.04E-05,8.46E-06,6.91E-06,5.79E-06,4.86E-06,4.10E-06,3.50E-06
Africa_Eastern,Corn,183,0.44385,0.49578,0.694614,0.77649,0.793152,0.831811,0.825582,0.755742,0.647616,0.540555,0.457737,0.396353,0.339741,0.296723,0.265108,0.2385019,0.2180621,0.1975585,0.1809036,0.1660045,0.1507731,0.1363281
Africa_Eastern,Corn,151,0.02725602,0.03597084,0.0785158,0.0877706,0.0805957,0.0796759,0.0741408,0.0604721,0.0461165,0.03494617,0.02679328,0.02146202,0.01748468,0.01466717,0.01245603,0.01071561,0.00926972,0.00808,0.00708302,0.00623013,0.005485252,0.004805196
Africa_Eastern,Corn,177,0.99452,1.110878,1.556402,1.739858,1.494143,1.467021,1.392299,1.198282,1.08173,0.926183,0.775215,0.651219,0.515589,0.415279,0.3391,0.281435,0.2328725,0.1952839,0.1653107,0.1405075,0.1204681,0.103398
